序號,車站,出口,公車名稱
1368,BL15_忠孝復興,出口1,605-臺北車站
1369,BL15_忠孝復興,出口1,605-臺北車站
1370,BL15_忠孝復興,出口1,919-捷運忠孝復興站
1371,BL15_忠孝復興,出口1,919-捷運忠孝復興站
1372,BL15_忠孝復興,出口1,忠孝幹線-蘆洲
1373,BL15_忠孝復興,出口1,忠孝幹線-蘆洲
1374,BL15_忠孝復興,出口1,臺北觀光巴士紅線-台北101
1375,BL15_忠孝復興,出口1,臺北觀光巴士紅線-台北101
1376,BL15_忠孝復興,出口2,NULL
1377,BL15_忠孝復興,出口2,NULL
1378,BL15_忠孝復興,出口2,1061-捷運忠孝復興站
1379,BL15_忠孝復興,出口2,1061-捷運忠孝復興站
1380,BL15_忠孝復興,出口2,1061-瑞芳火車站
1381,BL15_忠孝復興,出口2,1061-瑞芳火車站
1382,BL15_忠孝復興,出口2,1062-捷運忠孝復興站
1383,BL15_忠孝復興,出口2,1062-捷運忠孝復興站
1384,BL15_忠孝復興,出口2,1062-勸濟堂
1385,BL15_忠孝復興,出口2,1062-勸濟堂
1386,BL15_忠孝復興,出口2,懷恩專車S33-捷運忠孝復興站
1387,BL15_忠孝復興,出口2,懷恩專車S33-捷運忠孝復興站
1388,BL15_忠孝復興,出口2,懷恩專車S33-第二殯儀館
1389,BL15_忠孝復興,出口2,懷恩專車S33-第二殯儀館
1390,BL15_忠孝復興,出口4,204-東園
1391,BL15_忠孝復興,出口4,204-東園
1392,BL15_忠孝復興,出口4,262去程半-民生社區
1393,BL15_忠孝復興,出口4,262去程半-民生社區
1394,BL15_忠孝復興,出口4,262區-民生社區
1395,BL15_忠孝復興,出口4,262區-民生社區
1396,BL15_忠孝復興,出口4,278區-捷運景美站
1397,BL15_忠孝復興,出口4,278區-捷運景美站
1398,BL15_忠孝復興,出口4,278經三總-捷運景美站
1399,BL15_忠孝復興,出口4,278經三總-捷運景美站
1400,BL15_忠孝復興,出口4,605-汐止
1401,BL15_忠孝復興,出口4,605-汐止
1402,BL15_忠孝復興,出口4,605新台五-汐止
1403,BL15_忠孝復興,出口4,605新台五-汐止
1404,BL15_忠孝復興,出口4,903不經三總-忠孝東路
1405,BL15_忠孝復興,出口4,903不經三總-忠孝東路
1406,BL15_忠孝復興,出口5,41-北士科
1407,BL15_忠孝復興,出口5,41-北士科
1408,BL15_忠孝復興,出口5,521經三總-捷運忠孝復興站
1409,BL15_忠孝復興,出口5,521經三總-捷運忠孝復興站
1410,BL15_忠孝復興,出口5,685繞忠義街德行東路-天母
1411,BL15_忠孝復興,出口5,685繞忠義街德行東路-天母
1412,BL15_忠孝復興,出口5,685繞忠義街德行東路-麟光新村
1413,BL15_忠孝復興,出口5,685繞忠義街德行東路-麟光新村
1414,BL15_忠孝復興,出口5,903不經三總-東湖
1415,BL15_忠孝復興,出口5,903不經三總-東湖
1416,BL15_忠孝復興,出口5,919-五堵
1417,BL15_忠孝復興,出口5,919-五堵
1418,BL15_忠孝復興,出口5,復興幹線-建國北路
1419,BL15_忠孝復興,出口5,復興幹線-建國北路
1420,BL15_忠孝復興,出口5,復興幹線-景美
1421,BL15_忠孝復興,出口5,復興幹線-景美
1422,BL16_忠孝敦化,出口1,1800-市府轉運站
1423,BL16_忠孝敦化,出口1,1813-國光客運臺北車站
1424,BL16_忠孝敦化,出口1,1815-國光客運臺北車站
1425,BL16_忠孝敦化,出口4,1579-八斗子車站
1426,BL16_忠孝敦化,出口4,1800-基隆火車站(海洋廣場)
1427,BL16_忠孝敦化,出口4,1813-基隆站(國光)
1428,BL16_忠孝敦化,出口4,1815-法鼓文理學院
1429,BL16_忠孝敦化,出口4,204-麥帥新城
1430,BL16_忠孝敦化,出口4,212夜-舊莊
1431,BL16_忠孝敦化,出口4,212直-舊莊
1432,BL16_忠孝敦化,出口4,212-舊莊
1433,BL16_忠孝敦化,出口4,232快-松山車站
1434,BL16_忠孝敦化,出口4,235-國父紀念館
1435,BL16_忠孝敦化,出口4,299(三重)-永春高中
1436,BL16_忠孝敦化,出口4,600半(北車發)-南港高工
1437,BL16_忠孝敦化,出口4,663-國父紀念館
1438,BL16_忠孝敦化,出口4,919-五堵
1439,BL16_忠孝敦化,出口4,忠孝幹線-松山車站
1440,BL16_忠孝敦化,出口6,5603-新城
1441,BL16_忠孝敦化,出口6,5604-慈鳳宮(內湖)
1442,BL16_忠孝敦化,出口7,1579-圓山轉運站(玉門)
1443,BL16_忠孝敦化,出口7,204-東園
1444,BL16_忠孝敦化,出口7,212夜-青年公園
1445,BL16_忠孝敦化,出口7,212直-青年公園
1446,BL16_忠孝敦化,出口7,212-青年公園
1447,BL16_忠孝敦化,出口7,232快-蘆洲
1448,BL16_忠孝敦化,出口7,278區-捷運景美站
1449,BL16_忠孝敦化,出口7,278經三總-捷運景美站
1450,BL16_忠孝敦化,出口7,299(三重)-新莊
1451,BL16_忠孝敦化,出口7,600半(北車發)-臺北車站
1452,BL16_忠孝敦化,出口7,8101-台東轉運站
1453,BL16_忠孝敦化,出口7,8102-台東轉運站
1454,BL16_忠孝敦化,出口7,8105-成功
1455,BL16_忠孝敦化,出口7,8119-台東轉運站
1456,BL16_忠孝敦化,出口7,8181-成功
1457,BL16_忠孝敦化,出口7,919-捷運忠孝復興站
1458,BL16_忠孝敦化,出口7,忠孝幹線-蘆洲
1459,BL16_忠孝敦化,出口7,臺北觀光巴士紅線-台北101
1460,BL16_忠孝敦化,出口8,0東經三總-內湖
1461,BL16_忠孝敦化,出口8,0東經三總-臺北車站
1462,BL16_忠孝敦化,出口8,262去程半-民生社區
1463,BL16_忠孝敦化,出口8,262區-民生社區
1464,BL16_忠孝敦化,出口8,275-宏國德霖科技大學
1465,BL16_忠孝敦化,出口8,275-松山機場
1466,BL16_忠孝敦化,出口8,278區-新益里
1467,BL16_忠孝敦化,出口8,278經三總-捷運內湖站
1468,BL16_忠孝敦化,出口8,292-二重
1469,BL16_忠孝敦化,出口8,292副-二重
1470,BL16_忠孝敦化,出口8,292副-捷運麟光站
1471,BL16_忠孝敦化,出口8,292-捷運麟光站
1472,BL16_忠孝敦化,出口8,33-大直美麗華
1473,BL16_忠孝敦化,出口8,33-永春高中
1474,BL16_忠孝敦化,出口8,41-捷運大安站
1475,BL16_忠孝敦化,出口8,52-景明街口
1476,BL16_忠孝敦化,出口8,52-聯合醫院中興院區(塔城)
1477,BL16_忠孝敦化,出口8,5350-六福村
1478,BL16_忠孝敦化,出口8,5350-松山機場
1479,BL16_忠孝敦化,出口8,556-木柵象頭埔
1480,BL16_忠孝敦化,出口8,556-捷運劍潭站
1481,BL16_忠孝敦化,出口8,5602-三峰
1482,BL16_忠孝敦化,出口8,5602-火車站
1483,BL16_忠孝敦化,出口8,5603-火車站
1484,BL16_忠孝敦化,出口8,5604-火車站
1485,BL16_忠孝敦化,出口8,605-汐止
1486,BL16_忠孝敦化,出口8,605新台五-汐止
1487,BL16_忠孝敦化,出口8,630(欣欣)-東湖
1488,BL16_忠孝敦化,出口8,630(欣欣)-東園
1489,BL16_忠孝敦化,出口8,688-中和成功路
1490,BL16_忠孝敦化,出口8,688-建國北路
1491,BL16_忠孝敦化,出口8,707-三峽
1492,BL16_忠孝敦化,出口8,707-松山機場
1493,BL16_忠孝敦化,出口8,902去程半-捷運石牌站
1494,BL16_忠孝敦化,出口8,902去程半-麟光站
1495,BL16_忠孝敦化,出口8,905副-民生社區
1496,BL16_忠孝敦化,出口8,905副-錦繡
1497,BL16_忠孝敦化,出口8,905路-民生社區
1498,BL16_忠孝敦化,出口8,905路-錦繡
1499,BL16_忠孝敦化,出口8,906-松山機場
1500,BL16_忠孝敦化,出口8,906-錦繡山莊
1501,BL16_忠孝敦化,出口8,909-松山機場
1502,BL16_忠孝敦化,出口8,909-錦繡山莊
1503,BL16_忠孝敦化,出口8,913-松山機場
1504,BL16_忠孝敦化,出口8,913-錦繡山莊
1505,BL16_忠孝敦化,出口8,967直-捷運市政府站
1506,BL16_忠孝敦化,出口8,967直-體育大學行政教學大樓
1507,BL16_忠孝敦化,出口8,967副-仁愛敦化路口
1508,BL16_忠孝敦化,出口8,967副-林口轉運站
1509,BL16_忠孝敦化,出口8,967體育大學行政教學大樓-捷運市政府站
1510,BL16_忠孝敦化,出口8,967體育大學行政教學大樓-體育大學行政教學大樓
1511,BL16_忠孝敦化,出口8,林口_捷運忠孝敦化站-忠孝敦化路口
1512,BL16_忠孝敦化,出口8,敦化幹線-榮總
1513,BL16_忠孝敦化,出口8,敦化幹線-麟光新村
1514,BL17_國父紀念館,出口1,1579-圓山轉運站(玉門)
1515,BL17_國父紀念館,出口1,1800-市府轉運站
1516,BL17_國父紀念館,出口1,1813-國光客運臺北車站
1517,BL17_國父紀念館,出口1,1815-國光客運臺北車站
1518,BL17_國父紀念館,出口1,204-東園
1519,BL17_國父紀念館,出口1,278區-捷運景美站
1520,BL17_國父紀念館,出口1,278經三總-捷運景美站
1521,BL17_國父紀念館,出口1,282-動物園
1522,BL17_國父紀念館,出口1,288-吳興街
1523,BL17_國父紀念館,出口1,672-大鵬新城
1524,BL17_國父紀念館,出口1,承德幹線-捷運市政府站
1525,BL17_國父紀念館,出口2,1579-八斗子車站
1526,BL17_國父紀念館,出口2,1800-基隆火車站(海洋廣場)
1527,BL17_國父紀念館,出口2,1813-基隆站(國光)
1528,BL17_國父紀念館,出口2,1815-法鼓文理學院
1529,BL17_國父紀念館,出口2,204-麥帥新城
1530,BL17_國父紀念館,出口2,212夜-舊莊
1531,BL17_國父紀念館,出口2,212直-舊莊
1532,BL17_國父紀念館,出口2,212-舊莊
1533,BL17_國父紀念館,出口2,232快-松山車站
1534,BL17_國父紀念館,出口2,235-國父紀念館
1535,BL17_國父紀念館,出口2,299(三重)-永春高中
1536,BL17_國父紀念館,出口2,600半(北車發)-南港高工
1537,BL17_國父紀念館,出口2,663-國父紀念館
1538,BL17_國父紀念館,出口2,919-五堵
1539,BL17_國父紀念館,出口2,忠孝幹線-松山車站
1540,BL17_國父紀念館,出口4,240直-東湖
1541,BL17_國父紀念館,出口4,5116-松山機場
1542,BL17_國父紀念館,出口5,202-中和
1543,BL17_國父紀念館,出口5,202-捷運國父紀念館站
1544,BL17_國父紀念館,出口5,212夜-青年公園
1545,BL17_國父紀念館,出口5,212直-青年公園
1546,BL17_國父紀念館,出口5,212-青年公園
1547,BL17_國父紀念館,出口5,232快-蘆洲
1548,BL17_國父紀念館,出口5,254-民生社區
1549,BL17_國父紀念館,出口5,282-圓環
1550,BL17_國父紀念館,出口5,288-兒童新樂園
1551,BL17_國父紀念館,出口5,299(三重)-新莊
1552,BL17_國父紀念館,出口5,600半(北車發)-臺北車站
1553,BL17_國父紀念館,出口5,919-捷運忠孝復興站
1554,BL17_國父紀念館,出口5,忠孝幹線-蘆洲
1555,BL17_國父紀念館,出口5,承德幹線-新北投
1556,BL17_國父紀念館,出口5,臺北觀光巴士紅線-台北101
1557,BL18_市政府,出口1,212夜-青年公園
1558,BL18_市政府,出口1,212直-青年公園
1559,BL18_市政府,出口1,270-捷運西門站
1560,BL18_市政府,出口1,600半(北車發)-臺北車站
1561,BL18_市政府,出口1,仁愛幹線(板橋發車)-五福新村
1562,BL18_市政府,出口1,內科19(捷市政府_內科)-內湖科技園區
1563,BL18_市政府,出口1,臺北觀光巴士紅線-台北101
1564,BL18_市政府,出口1,藍10-民生社區
1565,BL18_市政府,出口2,1570-市府轉運站
1566,BL18_市政府,出口2,1570-羅東轉運站
1567,BL18_市政府,出口2,1571-市府轉運站
1568,BL18_市政府,出口2,1571-宜蘭轉運站
1569,BL18_市政府,出口2,1572-市府轉運站
1570,BL18_市政府,出口2,1572-礁溪轉運站
1571,BL18_市政府,出口2,1579-八斗子車站
1572,BL18_市政府,出口2,1612-市府轉運站
1573,BL18_市政府,出口2,1612-臺南轉運站
1574,BL18_市政府,出口2,1800-基隆火車站(海洋廣場)
1575,BL18_市政府,出口2,1813-基隆站(國光)
1576,BL18_市政府,出口2,1815-法鼓文理學院
1577,BL18_市政府,出口2,2025-瑞芳火車站
1578,BL18_市政府,出口2,2088-市府轉運站
1579,BL18_市政府,出口2,2088-基隆女中
1580,BL18_市政府,出口2,552-捷運市政府站
1581,BL18_市政府,出口2,678-捷運市政府
1582,BL18_市政府,出口2,9001-中壢客運中壢總站
1583,BL18_市政府,出口2,9001-市府轉運站
1584,BL18_市政府,出口2,9005-市府轉運站
1585,BL18_市政府,出口2,9005-桃客總站
1586,BL18_市政府,出口2,9009-中壢客運桃園總站
1587,BL18_市政府,出口2,9009-市府轉運站
1588,BL18_市政府,出口2,9012-松山車站(松山)
1589,BL18_市政府,出口2,9012-臺中車站(民族路口)
1590,BL18_市政府,出口2,967直-體育大學行政教學大樓
1591,BL18_市政府,出口2,967體育大學行政教學大樓-體育大學行政教學大樓
1592,BL18_市政府,出口2,小2-國立台灣戲曲學院
1593,BL18_市政府,出口2,內快2(上午)(三重)-內湖科技園區
1594,BL18_市政府,出口2,內快2(上午)(三重)-捷運市政府站
1595,BL18_市政府,出口2,內科19(捷市政府_內科)-捷運市政府站
1596,BL18_市政府,出口2,內科20(捷市政府_內科)-內湖科技園區
1597,BL18_市政府,出口2,內科20(捷市政府_內科)-捷運市政府站
1598,BL18_市政府,出口2,內科5往內科-內湖(新湖二路)
1599,BL18_市政府,出口2,內科5往內科-捷運市政府站
1600,BL18_市政府,出口2,市民小巴7-捷運市政府站
1601,BL18_市政府,出口2,汐止_台北101-台北101
1602,BL18_市政府,出口2,承德幹線-捷運市政府站
1603,BL18_市政府,出口2,藍10-南港花園社區
1604,BL18_市政府,出口2,藍26-捷運市政府站
1605,BL18_市政府,出口2,藍27經三總-捷運市政府站
1606,BL18_市政府,出口2,藍5-捷運市政府站
1607,BL18_市政府,出口2,藍7副-捷運市政府站
1608,BL18_市政府,出口2,藍7經麥帥新城(已裁撤)-捷運市政府站
1609,BL18_市政府,出口3,212夜-舊莊
1610,BL18_市政府,出口3,212直-舊莊
1611,BL18_市政府,出口3,232快-松山車站
1612,BL18_市政府,出口3,270-中華科技大學
1613,BL18_市政府,出口3,281-東湖
1614,BL18_市政府,出口3,284經三總-汐止社后
1615,BL18_市政府,出口3,32-南港花園社區
1616,BL18_市政府,出口3,600半(北車發)-南港高工
1617,BL18_市政府,出口3,611-松山車站
1618,BL18_市政府,出口3,647-捷運市政府站
1619,BL18_市政府,出口3,66-松山車站
1620,BL18_市政府,出口3,912-捷運市政府站
1621,BL18_市政府,出口3,915-捷運市政府站
1622,BL18_市政府,出口3,仁愛幹線(板橋發車)-南港花園社區
1623,BL18_市政府,出口3,市民小巴7-麟光新村
1624,BL18_市政府,出口3,忠孝幹線-松山車站
1625,BL18_市政府,出口3,基隆路幹線-捷運市政府站
1626,BL18_市政府,出口3,通勤13去程半-臺北市政府
1627,BL18_市政府,出口3,棕18-松山車站
1628,BL18_市政府,出口3,棕21經政大御花園-捷運市政府站
1629,BL18_市政府,出口3,棕6-捷運市政府站
1630,BL18_市政府,出口3,棕7建業路-臺北市政府
1631,BL18_市政府,出口3,棕7綠野香坡-臺北市政府
1632,BL18_市政府,出口3,棕7-臺北市政府
1633,BL18_市政府,出口3,綠1調度站發車-臺北市政府
1634,BL18_市政府,出口3,藍5-吳興街
1635,BL19_永春,出口2,212夜-青年公園
1636,BL19_永春,出口2,212直-青年公園
1637,BL19_永春,出口2,270-捷運西門站
1638,BL19_永春,出口2,281-市政府
1639,BL19_永春,出口2,284經三總-景美
1640,BL19_永春,出口2,32-吳興街
1641,BL19_永春,出口2,600半(北車發)-臺北車站
1642,BL19_永春,出口2,611-富德
1643,BL19_永春,出口2,66-捷運動物園站
1644,BL19_永春,出口2,仁愛幹線(板橋發車)-五福新村
1645,BL19_永春,出口2,棕18-政治大學
1646,BL19_永春,出口3,212夜-舊莊
1647,BL19_永春,出口3,212直-舊莊
1648,BL19_永春,出口3,232快-松山車站
1649,BL19_永春,出口3,270-中華科技大學
1650,BL19_永春,出口3,281-東湖
1651,BL19_永春,出口3,284經三總-汐止社后
1652,BL19_永春,出口3,32-南港花園社區
1653,BL19_永春,出口3,600半(北車發)-南港高工
1654,BL19_永春,出口3,611-松山車站
1655,BL19_永春,出口3,66-松山車站
1656,BL19_永春,出口3,仁愛幹線(板橋發車)-南港花園社區
1657,BL19_永春,出口3,忠孝幹線-松山車站
1658,BL19_永春,出口3,棕18-松山車站
1659,BL19_永春,出口4,257路-南港花園社區
1660,BL19_永春,出口4,257路-新莊聯合辦公大樓
1661,BL19_永春,出口4,277-松德站
1662,BL19_永春,出口4,277-榮總站
1663,BL19_永春,出口4,286不經三總-國防醫學中心
1664,BL19_永春,出口4,286不經三總-福德街
1665,BL19_永春,出口4,286副-行天宮
1666,BL19_永春,出口4,286副-福德街
1667,BL19_永春,出口4,299(三重)-永春高中
1668,BL19_永春,出口4,299(三重)-新莊
1669,BL19_永春,出口4,綠16-松德站
1670,BL19_永春,出口4,綠16-捷運劍南路站
1671,BL19_永春,出口5,2025-捷運六張犁站(和平)
1672,BL19_永春,出口5,46-松德站
1673,BL19_永春,出口5,46-圓環
1674,BL19_永春,出口5,817-五分埔
1675,BL20_後山埤,出口1,207-內湖(新湖二路)
1676,BL20_後山埤,出口1,207-捷運南勢角站
1677,BL20_後山埤,出口1,212夜-青年公園
1678,BL20_後山埤,出口1,212夜-舊莊
1679,BL20_後山埤,出口1,212直-青年公園
1680,BL20_後山埤,出口1,212直-舊莊
1681,BL20_後山埤,出口1,270-中華科技大學
1682,BL20_後山埤,出口1,270-捷運西門站
1683,BL20_後山埤,出口1,600半(北車發)-南港高工
1684,BL20_後山埤,出口1,600半(北車發)-臺北車站
1685,BL20_後山埤,出口1,817-五分埔
1686,BL20_後山埤,出口1,信義幹線-捷運昆陽站
1687,BL20_後山埤,出口2,46-松德站
1688,BL20_後山埤,出口2,46-圓環
1689,BL20_後山埤,出口3,32-吳興街
1690,BL20_後山埤,出口3,32-南港花園社區
1691,BL20_後山埤,出口3,藍22-汐止
1692,BL20_後山埤,出口3,藍22-南港花園社區
1693,BL20_後山埤,出口4,212-青年公園
1694,BL20_後山埤,出口4,212-舊莊
1695,BL20_後山埤,出口4,279往東湖-內湖焚化廠
1696,BL20_後山埤,出口4,279往東湖-天母
1697,BL20_後山埤,出口4,281-市政府
1698,BL20_後山埤,出口4,281-東湖
1699,BL20_後山埤,出口4,284經三總-汐止社后
1700,BL20_後山埤,出口4,284經三總-景美
1701,BL20_後山埤,出口4,817-汐止
1702,BL20_後山埤,出口4,信義幹線-臺北車站
1703,BL21_昆陽,出口1,279往東湖-內湖焚化廠
1704,BL21_昆陽,出口1,284經三總-汐止社后
1705,BL21_昆陽,出口1,551不繞駛行善路經三總不經金龍禪寺-內湖科技園區
1706,BL21_昆陽,出口1,小12-貓纜動物園站
1707,BL21_昆陽,出口1,小3-翠柏新村
1708,BL21_昆陽,出口1,小5-光明寺
1709,BL21_昆陽,出口1,小5區-茶葉製造示範廠
1710,BL21_昆陽,出口1,信義幹線-捷運昆陽站
1711,BL21_昆陽,出口1,藍36-汐止社后
1712,BL21_昆陽,出口2,212夜-青年公園
1713,BL21_昆陽,出口2,212直-青年公園
1714,BL21_昆陽,出口2,212-青年公園
1715,BL21_昆陽,出口2,270-捷運西門站
1716,BL21_昆陽,出口2,279往東湖-天母
1717,BL21_昆陽,出口2,281-市政府
1718,BL21_昆陽,出口2,284經三總-景美
1719,BL21_昆陽,出口2,600半(北車發)-臺北車站
1720,BL21_昆陽,出口2,817-五分埔
1721,BL21_昆陽,出口2,信義幹線-臺北車站
1722,BL21_昆陽,出口2,藍15-捷運昆陽站
1723,BL21_昆陽,出口2,藍20區經三總-南港車站
1724,BL21_昆陽,出口2,藍20區經三總-捷運劍南路站
1725,BL21_昆陽,出口2,藍22-南港花園社區
1726,BL21_昆陽,出口2,藍23-捷運昆陽站
1727,BL21_昆陽,出口2,藍25-捷運昆陽站
1728,BL21_昆陽,出口2,藍36-捷運昆陽站
1729,BL21_昆陽,出口2,藍50-捷運昆陽站
1730,BL21_昆陽,出口4,212夜-舊莊
1731,BL21_昆陽,出口4,212直-舊莊
1732,BL21_昆陽,出口4,212-舊莊
1733,BL21_昆陽,出口4,270-中華科技大學
1734,BL21_昆陽,出口4,281-東湖
1735,BL21_昆陽,出口4,551不繞駛行善路經三總不經金龍禪寺-捷運昆陽站
1736,BL21_昆陽,出口4,600半(北車發)-南港高工
1737,BL21_昆陽,出口4,817-汐止
1738,BL21_昆陽,出口4,88-臺北車站
1739,BL21_昆陽,出口4,小12-捷運昆陽站
1740,BL21_昆陽,出口4,小1區-內溝
1741,BL21_昆陽,出口4,小1區-捷運昆陽站
1742,BL21_昆陽,出口4,小3-捷運昆陽站
1743,BL21_昆陽,出口4,小5區-捷運昆陽站
1744,BL21_昆陽,出口4,小5-捷運昆陽站
1745,BL21_昆陽,出口4,市民小巴15-捷運昆陽站
1746,BL21_昆陽,出口4,市民小巴15-捷運南港展覽館站
1747,BL21_昆陽,出口4,棕19-捷運大湖公園站
1748,BL21_昆陽,出口4,棕19-捷運昆陽站
1749,BL21_昆陽,出口4,藍15-汐止
1750,BL21_昆陽,出口4,藍22-汐止
1751,BL21_昆陽,出口4,藍23-汐止社后
1752,BL21_昆陽,出口4,藍25-中華科技大學
1753,BL21_昆陽,出口4,藍50-新湖二路
1754,BL21_昆陽,出口4,藍51-東湖安泰里
1755,BL21_昆陽,出口4,藍51-捷運昆陽站
1756,BL22_南港,出口1,1032-南港轉運站西站
1757,BL22_南港,出口1,1032-城隍廟
1758,BL22_南港,出口1,1071-花蓮轉運站
1759,BL22_南港,出口1,1071-南港轉運站西站
1760,BL22_南港,出口1,1088-四腳亭
1761,BL22_南港,出口1,1088-松山車站
1762,BL22_南港,出口1,1663-花蓮轉運站
1763,BL22_南港,出口1,1663-南港轉運站西站
1764,BL22_南港,出口1,1843-南港轉運站西站
1765,BL22_南港,出口1,1843-桃園機場第二航廈
1766,BL22_南港,出口1,1877-烏石港站
1767,BL22_南港,出口1,1877-圓山轉運站(玉門)
1768,BL22_南港,出口1,1878-宜蘭轉運站
1769,BL22_南港,出口1,1878-圓山轉運站(玉門)
1770,BL22_南港,出口1,1879-圓山轉運站(玉門)
1771,BL22_南港,出口1,1879-羅東轉運站
1772,BL22_南港,出口1,1881-圓山轉運站(玉門)
1773,BL22_南港,出口1,1881-礁溪轉運站
1774,BL22_南港,出口1,212夜-舊莊
1775,BL22_南港,出口1,212直-舊莊
1776,BL22_南港,出口1,270-中華科技大學
1777,BL22_南港,出口1,553-金龍寺
1778,BL22_南港,出口1,88-重陽路
1779,BL22_南港,出口1,9026-南港轉運站西站
1780,BL22_南港,出口1,9026-基隆市界
1781,BL22_南港,出口1,9069-中壢客運桃園總站
1782,BL22_南港,出口1,9069-捷運南京復興站
1783,BL22_南港,出口1,棕19-捷運大湖公園站
1784,BL22_南港,出口1,瑞芳(經東碇路)_松山車站去-松山車站
1785,BL22_南港,出口1,瑞芳(經東碇路)_松山車站去-瑞芳
1786,BL22_南港,出口1,瑞芳_南港去-南港
1787,BL22_南港,出口1,瑞芳_南港去-瑞芳
1788,BL22_南港,出口1,藍25-中華科技大學
1789,BL22_南港,出口1,藍51-東湖安泰里
1790,BL22_南港,出口2,1191-中崙
1791,BL22_南港,出口2,1191-基隆火車站(海洋廣場)
1792,BL22_南港,出口2,212夜-青年公園
1793,BL22_南港,出口2,212直-青年公園
1794,BL22_南港,出口2,270-捷運西門站
1795,BL22_南港,出口2,551不繞駛行善路經三總不經金龍禪寺-內湖科技園區
1796,BL22_南港,出口2,551不繞駛行善路經三總不經金龍禪寺-捷運昆陽站
1797,BL22_南港,出口2,553-南港車站
1798,BL22_南港,出口2,589-南港車站
1799,BL22_南港,出口2,590-南港車站
1800,BL22_南港,出口2,591-南港車站
1801,BL22_南港,出口2,679路-南港
1802,BL22_南港,出口2,88-臺北車站
1803,BL22_南港,出口2,896-南港車站
1804,BL22_南港,出口2,小12-捷運昆陽站
1805,BL22_南港,出口2,小12-貓纜動物園站
1806,BL22_南港,出口2,市民小巴6大都會-捷運南港站
1807,BL22_南港,出口2,淡水_國道1號_南港車站-南港車站
1808,BL22_南港,出口2,通勤16去程半-國家生技園區
1809,BL22_南港,出口2,通勤16去程半-捷運南港展覽館站
1810,BL22_南港,出口2,棕19-捷運昆陽站
1811,BL22_南港,出口2,瑞芳_松山車站(北客)去-松山車站
1812,BL22_南港,出口2,瑞芳_松山車站(北客)去-瑞芳
1813,BL22_南港,出口2,藍20區經三總-南港車站
1814,BL22_南港,出口2,藍20區經三總-捷運劍南路站
1815,BL22_南港,出口2,藍21-南港車站
1816,BL22_南港,出口2,藍21副-南港車站
1817,BL22_南港,出口2,藍25-捷運昆陽站
1818,BL22_南港,出口2,藍39-南港車站
1819,BL22_南港,出口2,藍51-捷運昆陽站
1820,BL23_南港展覽館,出口1,1843-桃園機場第二航廈
1821,BL23_南港展覽館,出口1,1877-烏石港站
1822,BL23_南港展覽館,出口1,1878-宜蘭轉運站
1823,BL23_南港展覽館,出口1,1879-羅東轉運站
1824,BL23_南港展覽館,出口1,市民小巴15-捷運昆陽站
1825,BL23_南港展覽館,出口1,淡水_國道1號_南港車站-南港車站
1826,BL23_南港展覽館,出口1,通勤16去程半-國家生技園區
1827,BL23_南港展覽館,出口1,通勤16去程半-捷運南港展覽館站
1828,BL23_南港展覽館,出口1,棕19-捷運大湖公園站
1829,BL23_南港展覽館,出口1,棕19-捷運昆陽站
1830,BL23_南港展覽館,出口1,新店_汐止去-汐止
1831,BL23_南港展覽館,出口1,藍51-東湖安泰里
1832,BL23_南港展覽館,出口1,藍51-捷運昆陽站
1833,BL23_南港展覽館,出口1,蘆洲_南港-捷運南港展覽館站
1834,BL23_南港展覽館,出口2A,1032-南港轉運站西站
1835,BL23_南港展覽館,出口2A,1088-松山車站
1836,BL23_南港展覽館,出口2A,1191-中崙
1837,BL23_南港展覽館,出口2A,1843-南港轉運站西站
1838,BL23_南港展覽館,出口2A,1877-圓山轉運站(玉門)
1839,BL23_南港展覽館,出口2A,1878-圓山轉運站(玉門)
1840,BL23_南港展覽館,出口2A,1879-圓山轉運站(玉門)
1841,BL23_南港展覽館,出口2A,589-南港車站
1842,BL23_南港展覽館,出口2A,605副-松山車站
1843,BL23_南港展覽館,出口2A,605新台五-臺北車站
1844,BL23_南港展覽館,出口2A,605-臺北車站
1845,BL23_南港展覽館,出口2A,668-公館
1846,BL23_南港展覽館,出口2A,675-捷運公館站
1847,BL23_南港展覽館,出口2A,678-捷運市政府
1848,BL23_南港展覽館,出口2A,817-五分埔
1849,BL23_南港展覽館,出口2A,823-舊莊
1850,BL23_南港展覽館,出口2A,9026-南港轉運站西站
1851,BL23_南港展覽館,出口2A,919-捷運忠孝復興站
1852,BL23_南港展覽館,出口2A,951汐止站-新店
1853,BL23_南港展覽館,出口2A,955路-捷運劍南路站(植福)
1854,BL23_南港展覽館,出口2A,內科7(汐止車站_內科)-內湖科技園區
1855,BL23_南港展覽館,出口2A,瑞芳_松山車站(北客)去-松山車站
1856,BL23_南港展覽館,出口2A,藍15-捷運昆陽站
1857,BL23_南港展覽館,出口2A,藍21-南港車站
1858,BL23_南港展覽館,出口2A,藍21副-南港車站
1859,BL23_南港展覽館,出口2A,藍22-南港花園社區
1860,BL23_南港展覽館,出口2A,藍23-捷運昆陽站
1861,BL23_南港展覽館,出口2A,藍39-南港車站
1862,BL23_南港展覽館,出口5,205-中華科技大學
1863,BL23_南港展覽館,出口5,205-東園
1864,BL23_南港展覽館,出口5,212-青年公園
1865,BL23_南港展覽館,出口5,212-舊莊
1866,BL23_南港展覽館,出口5,276-衡陽路
1867,BL23_南港展覽館,出口5,276-舊莊
