"datetime","mrt_station","mrt_flow"
2022-06-04 07:00:00,"北門",181
2022-06-04 07:00:00,"古亭",666
2022-06-04 07:00:00,"士林",619
2022-06-04 07:00:00,"大橋頭",334
2022-06-04 07:00:00,"松山",459
2022-06-04 08:00:00,"中山",669
2022-06-04 08:00:00,"北投",787
2022-06-04 08:00:00,"北門",303
2022-06-04 08:00:00,"古亭",882
2022-06-04 08:00:00,"士林",1033
2022-06-04 08:00:00,"大橋頭",360
2022-06-04 08:00:00,"松山",498
2022-06-04 09:00:00,"中山",1242
2022-06-04 09:00:00,"北投",952
2022-06-04 09:00:00,"北門",318
2022-06-04 09:00:00,"古亭",1146
2022-06-04 09:00:00,"士林",1300
2022-06-04 09:00:00,"大橋頭",588
2022-06-04 09:00:00,"松山",625
2022-06-04 10:00:00,"中山",1995
2022-06-04 10:00:00,"北投",1054
2022-06-04 10:00:00,"北門",455
2022-06-04 10:00:00,"古亭",1225
2022-06-04 10:00:00,"士林",1374
2022-06-04 10:00:00,"大橋頭",694
2022-06-04 10:00:00,"松山",705
2022-06-04 11:00:00,"中山",2904
2022-06-04 11:00:00,"北投",1142
2022-06-04 11:00:00,"北門",515
2022-06-04 11:00:00,"古亭",1422
2022-06-04 11:00:00,"士林",1566
2022-06-04 11:00:00,"大橋頭",742
2022-06-04 11:00:00,"松山",732
2022-06-04 12:00:00,"中山",3180
2022-06-04 12:00:00,"北投",1140
2022-06-04 12:00:00,"北門",572
2022-06-04 12:00:00,"古亭",1571
2022-06-04 12:00:00,"士林",1673
2022-06-04 12:00:00,"大橋頭",710
2022-06-04 12:00:00,"松山",819
2022-06-04 13:00:00,"中山",3520
2022-06-04 13:00:00,"北投",1101
2022-06-04 13:00:00,"北門",723
2022-06-04 13:00:00,"古亭",1612
2022-06-04 13:00:00,"士林",1765
2022-06-04 13:00:00,"大橋頭",757
2022-06-04 13:00:00,"松山",904
2022-06-04 14:00:00,"中山",4175
2022-06-04 14:00:00,"北投",1166
2022-06-04 14:00:00,"北門",835
2022-06-04 14:00:00,"古亭",1642
2022-06-04 14:00:00,"士林",1747
2022-06-04 14:00:00,"大橋頭",757
2022-06-04 14:00:00,"松山",881
2022-06-04 15:00:00,"中山",4213
2022-06-04 15:00:00,"北投",1049
2022-06-04 15:00:00,"北門",800
2022-06-04 15:00:00,"古亭",1666
2022-06-04 15:00:00,"士林",1806
2022-06-04 15:00:00,"大橋頭",769
2022-06-04 15:00:00,"松山",972
2022-06-04 16:00:00,"中山",4521
2022-06-04 16:00:00,"北投",1184
2022-06-04 16:00:00,"北門",882
2022-06-04 16:00:00,"古亭",1721
2022-06-04 16:00:00,"士林",1835
2022-06-04 16:00:00,"大橋頭",768
2022-06-04 16:00:00,"松山",954
2022-06-04 17:00:00,"中山",5121
2022-06-04 17:00:00,"北投",1313
2022-06-04 17:00:00,"北門",892
2022-06-04 17:00:00,"古亭",2057
2022-06-04 17:00:00,"士林",2158
2022-06-04 17:00:00,"大橋頭",918
2022-06-04 17:00:00,"松山",1312
2022-06-04 18:00:00,"中山",4565
2022-06-04 18:00:00,"北投",1210
2022-06-04 18:00:00,"北門",801
2022-06-04 18:00:00,"古亭",1883
2022-06-04 18:00:00,"士林",1930
2022-06-04 18:00:00,"大橋頭",895
2022-06-04 18:00:00,"松山",1369
2022-06-04 19:00:00,"中山",3836
2022-06-04 19:00:00,"北投",1013
2022-06-04 19:00:00,"北門",638
2022-06-04 19:00:00,"古亭",1481
2022-06-04 19:00:00,"士林",1601
2022-06-04 19:00:00,"大橋頭",703
2022-06-04 19:00:00,"松山",1200
2022-06-04 20:00:00,"中山",3254
2022-06-04 20:00:00,"北投",776
2022-06-04 20:00:00,"北門",483
2022-06-04 20:00:00,"古亭",1212
2022-06-04 20:00:00,"士林",1361
2022-06-04 20:00:00,"大橋頭",636
2022-06-04 20:00:00,"松山",1042
2022-06-04 21:00:00,"中山",3109
2022-06-04 21:00:00,"北投",783
2022-06-04 21:00:00,"北門",489
2022-06-04 21:00:00,"古亭",1210
2022-06-04 21:00:00,"士林",1148
2022-06-04 21:00:00,"大橋頭",602
2022-06-04 21:00:00,"松山",1072
2022-06-04 22:00:00,"中山",2709
2022-06-04 22:00:00,"北投",688
2022-06-04 22:00:00,"北門",329
2022-06-04 22:00:00,"古亭",1069
2022-06-04 22:00:00,"士林",889
2022-06-04 22:00:00,"大橋頭",506
2022-06-04 22:00:00,"松山",818
2022-06-04 23:00:00,"中山",990
2022-06-04 23:00:00,"北投",383
2022-06-04 23:00:00,"北門",192
2022-06-04 23:00:00,"古亭",504
2022-06-04 23:00:00,"士林",447
2022-06-04 23:00:00,"大橋頭",268
2022-06-04 23:00:00,"松山",461
2022-06-05 00:00:00,"中山",224
2022-06-05 00:00:00,"北投",102
2022-06-05 00:00:00,"北門",40
2022-06-05 00:00:00,"古亭",184
2022-06-05 00:00:00,"士林",158
2022-06-05 00:00:00,"大橋頭",91
2022-06-05 00:00:00,"松山",123
2022-06-05 01:00:00,"中山",11
2022-06-05 01:00:00,"北投",4
2022-06-05 01:00:00,"北門",5
2022-06-05 01:00:00,"古亭",4
2022-06-05 01:00:00,"士林",3
2022-06-05 01:00:00,"大橋頭",0
2022-06-05 01:00:00,"松山",0
2022-06-05 05:00:00,"中山",0
2022-06-05 05:00:00,"北投",0
2022-06-05 05:00:00,"北門",0
2022-06-05 05:00:00,"古亭",2
2022-06-05 05:00:00,"士林",3
2022-06-05 05:00:00,"大橋頭",0
2022-06-05 05:00:00,"松山",0
2022-06-05 06:00:00,"中山",248
2022-06-05 06:00:00,"北投",262
2022-06-05 06:00:00,"北門",81
2022-06-05 06:00:00,"古亭",261
2022-06-05 06:00:00,"士林",294
2022-06-05 06:00:00,"大橋頭",180
2022-06-05 06:00:00,"松山",193
2022-06-05 07:00:00,"中山",335
2022-06-05 07:00:00,"北投",519
2022-06-05 07:00:00,"北門",158
2022-06-05 07:00:00,"古亭",386
2022-06-05 07:00:00,"士林",610
2022-06-05 07:00:00,"大橋頭",337
2022-06-05 07:00:00,"松山",344
2022-06-05 08:00:00,"中山",492
2022-06-05 08:00:00,"北投",773
2022-06-05 08:00:00,"北門",244
